region	zone	woreda	kebele	village_id	_parent_index	crop	landscape	gender	age	education_years	yrsexp	extension_received	totalHH	hhsize_adultequiv	median_dist_fert	plot_owned	plotareaha	plotareaha2	use_infert	use_orgfert	hired_labour	use_impseed	use_rowplant	use_pesticide	plt_herbicideUse	plt_draftanimals	plt_intercrop	plt_croprotation	N_rate	P_rate	N_rate2	N_P	N_footslope	N_midslope	N_hillslope	ctot	ntot	oc	p	k	ph	sand	silt	clay	rain_sum	rain_cv	lnrain	price_dap	price_nps	price_npsb	price_npsZnb	price_urea	N_price_market	teff_price_market	wheat_price_market	Teff_N_ratio	Wheat_N_ratio	yield
"Amhara"	"North_Shewa"	"Basona_Werana"	"Goshebado"	47	856	"Wheat"	"Footslope"	1.0	59	0	0	1	2	1.5	30.0	1.0	0.125	0.015625	1.0	0.0	1.0	0.0	0.0	1.0	1	1	0	1	394.96	136.0	155993.39	53714.56	394.96	0.0	0.0	25.3	11348	14.6	13.0	231	6.51	32.6	27.12	39.8	718.78174	1.4188575	6.5775576			48.2		49.466667	114.67	53.46	46.65		0.41	1200.0
"Amhara"	"North_Shewa"	"Basona_Werana"	"Goshebado"	47	972	"Wheat"	"Footslope"	1.0	32	7	18	1	6	2.9	30.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	1.0	1	1	0	1	28.7	5.1	823.69006	146.37	28.7	0.0	0.0	25.4	13863	15.1	12.9	219	6.4	32.5	27.03	38.9	718.78174	1.4188575	6.5775576			48.466667		49.6	114.67	53.46	46.65		0.41	4000.0
"Amhara"	"North_Shewa"	"Basona_Werana"	"Goshebado"	47	1006	"Wheat"	"Footslope"	0.0	48	0	0	1	4	2.3	30.0	1.0	0.5	0.25	1.0	0.0	1.0	1.0	0.0	1.0	1	1	0	1	111.0	17.0	12321.0	1887.0	111.0	0.0	0.0	25.4	13863	15.1	12.9	219	6.4	32.5	27.03	38.9	718.78174	1.4188575	6.5775576			44.0		44.0	114.67	53.46	46.65		0.41	2000.0
"Amhara"	"North_Shewa"	"Basona_Werana"	"Goshebado"	47	983	"Wheat"	"Footslope"	1.0	25	7	16	1	4	2.5	30.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	1.0	1	1	0	1	130.0	34.0	16900.0	4420.0	130.0	0.0	0.0	25.4	13863	15.1	12.9	219	6.4	32.5	27.03	38.9	718.78174	1.4188575	6.5775576			48.2		49.45	114.67	53.46	46.65		0.41	3000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	164	"Teff"	"Footslope"	1.0	45	6	20	1	4	2.3	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			40.0		40.0	122.76	54.66	47.98	0.45		8.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	187	"Wheat"	"Midslope"	1.0	44	7	1	1	7	3.2	30.0	1.0	0.25	0.0625	1.0	0.0	1.0	1.0	1.0	0.0	1	1	0	0	130.0	34.0	16900.0	4420.0	0.0	130.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			50.0		50.0	122.76	54.66	47.98		0.39	800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	274	"Teff"	"Footslope"	1.0	42	11	17	1	7	3.6	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	84.0	34.0	7056.0	2856.0	84.0	0.0	0.0	23.2	63872	19.2	9.1	224	5.69	36.5	28.33	32.9	693.1522	2.1552086	6.5412498			36.6		75.0	122.76	54.66	47.98	0.45		800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	188	"Wheat"	"Midslope"	0.0	40	5	0	1	4	2.5	30.0	1.0	0.5	0.25	1.0	0.0	1.0	1.0	0.0	0.0	1	1	0	0	65.0	17.0	4225.0	1105.0	0.0	65.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			50.0		50.0	122.76	54.66	47.98		0.39	2000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	176	"Wheat"	"Footslope"	1.0	50	9	0	1	10	4.5	30.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	1.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			40.0		40.0	122.76	54.66	47.98		0.39	1400.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	178	"Wheat"	"Midslope"	1.0	25	4	0	1	3	1.8	30.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0	1	0	0	32.5	8.5	1056.25	276.25	0.0	32.5	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			72.0		38.0	122.76	54.66	47.98		0.39	800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	181	"Wheat"	"Midslope"	1.0	55	8	0	1	8	3.9	30.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	1.0	0	1	0	0	84.0	34.0	7056.0	2856.0	0.0	84.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			60.0		38.0	122.76	54.66	47.98		0.39	1200.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	189	"Teff"	"Midslope"	0.0	35	7	15	1	4	1.9	30.0	1.0	0.125	0.015625	1.0	0.0	1.0	1.0	0.0	0.0	1	1	0	0	260.0	68.0	67600.0	17680.0	0.0	260.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			50.0		50.0	122.76	54.66	47.98	0.45		1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	275	"Wheat"	"Footslope"	1.0	39	9	14	1	3	1.8	30.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	1.0	1	1	0	0	84.0	34.0	7056.0	2856.0	84.0	0.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			36.6		36.6	122.76	54.66	47.98		0.39	3400.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	177	"Wheat"	"Midslope"	1.0	61	6	0	1	9	4.8	30.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1	1	0	1	42.0	17.0	1764.0	714.0	0.0	42.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			40.0		40.0	122.76	54.66	47.98		0.39	1000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	189	"Wheat"	"Midslope"	0.0	35	7	15	1	4	1.9	30.0	0.0	0.25	0.0625	1.0	0.0	1.0	1.0	0.0	0.0	1	1	0	0	130.0	34.0	16900.0	4420.0	0.0	130.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			50.0		50.0	122.76	54.66	47.98		0.39	1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	274	"Wheat"	"Footslope"	1.0	42	11	17	1	7	3.6	30.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	1.0	1	1	0	1	84.0	34.0	7056.0	2856.0	84.0	0.0	0.0	23.2	63872	19.2	9.1	224	5.69	36.5	28.33	32.9	693.1522	2.1552086	6.5412498			36.6		36.6	122.76	54.66	47.98		0.39	1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Shurmo"	48	164	"Wheat"	"Footslope"	1.0	45	6	20	1	4	2.3	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	1.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	22.6	58544	19.2	8.8	223	5.67	36.0	28.97	33.5	693.1522	2.1552086	6.5412498			40.0		40.0	122.76	54.66	47.98		0.39	16.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	602	"Sorghum"	"Footslope"	1.0	58	0	44	1	8	4.1	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	0	0	0	1	36.8	0.0	1354.24	0.0	36.8	0.0	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358					40.0	114.67	53.46	46.65			1320.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	609	"Sorghum"	"Footslope"	1.0	42	5	28	1	7	3.4	60.0	0.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	23.0	0.0	529.0	0.0	23.0	0.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358					32.0	114.67	53.46	46.65			1400.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	609	"Teff"	"Footslope"	1.0	42	5	28	1	7	3.4	60.0	0.0	0.75	0.5625	1.0	0.0	0.0	1.0	0.0	0.0	0	1	1	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358		26.693333			26.693333	114.67	53.46	46.65	0.47		933.3333
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	604	"Teff"	"Footslope"	1.0	45	5	30	1	8	3.7	60.0	1.0	0.125	0.015625	1.0	1.0	0.0	0.0	0.0	1.0	0	1	0	1	107.2	13.6	11491.839	1457.92	107.2	0.0	0.0	13.5	1107	10.2	12.1	209	7.0	36.2	24.95	36.0	918.14777	1.1200904	6.822358		50.0			50.0	114.67	53.46	46.65	0.47		480.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	603	"Teff"	"Midslope"	0.0	40	0	20	1	3	1.8	60.0	1.0	0.3	0.09	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	48.333332	22.666668	2336.111	1095.5555	0.0	48.333332	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547		40.0			40.0	114.67	53.46	46.65	0.47		833.3333
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	603	"Sorghum"	"Midslope"	0.0	40	0	20	1	3	1.8	60.0	1.0	0.375	0.140625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	24.533333	0.0	601.8844	0.0	0.0	24.533333	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547					40.0	114.67	53.46	46.65			1200.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	601	"Sorghum"	"Footslope"	0.0	68	0	54	1	4	2.3	60.0	1.0	0.3	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547						114.67	53.46	46.65			1200.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	610	"Sorghum"	"Footslope"	1.0	38	0	20	1	4	2.1	60.0	1.0	0.25	0.0625	0.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547						114.67	53.46	46.65			3200.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	605	"Teff"	"Midslope"	1.0	29	0	15	1	3	1.8	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	9.12	8.16	83.1744	74.4192	0.0	9.12	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		50.0				114.67	53.46	46.65	0.47		1000.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	607	"Sorghum"	"Footslope"	1.0	30	10	4	1	6	2.7	60.0	0.0	0.25	0.0625	1.0	0.0	1.0	0.0	0.0	0.0	0	0	1	0	10.4	2.72	108.15999	28.288	10.4	0.0	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		200.0			75.0	114.67	53.46	46.65			800.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	601	"Teff"	"Footslope"	0.0	68	0	54	1	4	2.3	60.0	1.0	0.33	0.1089	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	49.242424	12.878788	2424.8164	634.18274	49.242424	0.0	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547		39.0			39.0	114.67	53.46	46.65	0.47		545.4545
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	605	"Teff"	"Footslope"	1.0	29	0	15	1	3	1.8	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	11.4	10.2	129.95999	116.27999	11.4	0.0	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		50.0				114.67	53.46	46.65	0.47		1000.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	607	"Teff"	"Footslope"	1.0	30	10	4	1	6	2.7	60.0	1.0	0.25	0.0625	1.0	0.0	1.0	1.0	0.0	0.0	0	0	1	0	60.48	24.48	3657.8303	1480.5504	60.48	0.0	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		34.72222			69.44444	114.67	53.46	46.65	0.47		1200.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	604	"Sorghum"	"Midslope"	1.0	45	5	30	1	8	3.7	60.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	10.4	2.72	108.15999	28.288	0.0	10.4	0.0	13.5	1107	10.2	12.1	209	7.0	36.2	24.95	36.0	918.14777	1.1200904	6.822358		56.25			56.25	114.67	53.46	46.65			2400.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	606	"Sorghum"	"Midslope"	1.0	51	0	37	1	6	2.9	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	26.0	6.8	676.0	176.8	0.0	26.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358		50.0			50.0	114.67	53.46	46.65			20.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	602	"Teff"	"Footslope"	1.0	58	0	44	1	8	4.1	60.0	1.0	0.75	0.5625	1.0	0.0	0.0	0.0	0.0	1.0	0	0	0	1	21.666666	5.6666665	469.44443	122.77777	21.666666	0.0	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		39.0			39.0	114.67	53.46	46.65	0.47		240.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	606	"Teff"	"Midslope"	1.0	51	0	37	1	6	2.9	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	24.48	5.44	599.2704	133.1712	0.0	24.48	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358		50.0			50.0	114.67	53.46	46.65	0.47		800.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	608	"Teff"	"Footslope"	1.0	80	0	66	1	5	3.0	60.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	4.44	0.68	19.7136	3.0192	4.44	0.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358		275.0			75.0	114.67	53.46	46.65	0.47		800.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	604	"Teff"	"Midslope"	1.0	45	5	30	1	8	3.7	60.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	9.2	0.0	84.64	0.0	0.0	9.2	0.0	13.5	1107	10.2	12.1	209	7.0	36.2	24.95	36.0	918.14777	1.1200904	6.822358					50.0	114.67	53.46	46.65	0.47		800.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	605	"Sorghum"	"Midslope"	1.0	29	0	15	1	3	1.8	60.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	37.28	13.6	1389.7983	507.008	0.0	37.28	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358		50.0			50.0	114.67	53.46	46.65			1600.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	604	"Sorghum"	"Midslope"	1.0	45	5	30	1	8	3.7	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	39.0	10.2	1521.0	397.8	0.0	39.0	0.0	13.5	1107	10.2	12.1	209	7.0	36.2	24.95	36.0	918.14777	1.1200904	6.822358		68.0			68.0	114.67	53.46	46.65			2800.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	605	"Sorghum"	"Midslope"	1.0	29	0	15	1	3	1.8	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	9.36	10.4	87.6096	97.343994	0.0	9.36	0.0	13.7	1057	9.7	12.6	232	7.04	33.9	26.08	36.6	918.14777	1.1200904	6.822358	50.0					114.67	53.46	46.65			16.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	604	"Teff"	"Midslope"	1.0	45	5	30	1	8	3.7	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	18.4	0.0	338.56	0.0	0.0	18.4	0.0	13.5	1107	10.2	12.1	209	7.0	36.2	24.95	36.0	918.14777	1.1200904	6.822358					50.0	114.67	53.46	46.65	0.47		400.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	609	"Teff"	"Footslope"	1.0	42	5	28	1	7	3.4	60.0	0.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	1	1	1	55.5	8.5	3080.25	471.75	55.5	0.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358		76.0			38.0	114.67	53.46	46.65	0.47		1200.0
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	609	"Sorghum"	"Footslope"	1.0	42	5	28	1	7	3.4	60.0	0.0	0.75	0.5625	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	15.333333	0.0	235.1111	0.0	15.333333	0.0	0.0	14.6	1249	10.7	12.1	223	6.96	34.1	26.0	35.9	918.14777	1.1200904	6.822358					32.0	114.67	53.46	46.65			1866.6666
"Amhara"	"North_Gonder"	"West_Belesa"	"Kalay"	49	610	"Teff"	"Footslope"	1.0	38	0	20	1	4	2.1	60.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	32.5	8.5	1056.25	276.25	32.5	0.0	0.0	14.9	1129	10.1	13.6	232	6.98	32.4	27.04	38.2	935.66223	1.0919951	6.8412547		64.0			64.0	114.67	53.46	46.65	0.47		1200.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	167	"Wheat"	"Hillslope"	1.0	50	4	30	1	7	3.4	5.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	1.0	0.0	0	1	0	0	65.0	17.0	4225.0	1105.0	0.0	0.0	65.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0			49.6	120.72	52.3	45.31		0.38	400.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	113	"Sorghum"	"Midslope"	1.0	52	0	30	1	8	4.1	5.0	1.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319						120.72	52.3	45.31			200.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	113	"Teff"	"Midslope"	1.0	52	0	30	1	8	4.1	5.0	1.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	13.875	2.125	192.51562	29.484375	0.0	13.875	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		20.0			50.0	120.72	52.3	45.31	0.43		100.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	114	"Teff"	"Midslope"	1.0	43	0	20	1	12	5.3	5.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	1	14.9	5.1	222.01	75.99	0.0	14.9	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		66.666664			50.0	120.72	52.3	45.31	0.43		2.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	156	"Teff"	"Midslope"	1.0	45	8	17	1	13	6.0	5.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	19.0	17.0	361.0	323.0	0.0	19.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0				120.72	52.3	45.31	0.43		250.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	438	"Teff"	"Hillslope"	0.0	38	8	26	1	8	3.9	5.0	1.0	0.75	0.5625	1.0	1.0	1.0	0.0	0.0	0.0	1	1	0	1	28.0	11.333333	784.0	317.3333	0.0	0.0	28.0	28.5	60466	19.6	10.9	201	5.75	35.0	24.85	39.2	887.2633	3.0974224	6.7881417			50.0		50.0	120.72	52.3	45.31	0.43		3.0666666
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	157	"Wheat"	"Midslope"	1.0	42	0	12	1	8	3.7	5.0	0.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	19.0	17.0	361.0	323.0	0.0	19.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		48.0				120.72	52.3	45.31		0.38	1400.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	113	"Wheat"	"Midslope"	1.0	52	0	30	1	8	4.1	5.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	1.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	0.0	65.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0			50.0	120.72	52.3	45.31		0.38	4.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	114	"Sorghum"	"Footslope"	1.0	43	0	20	1	12	5.3	5.0	1.0	0.25	0.0625	0.0	1.0	0.0	0.0	0.0	0.0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319						120.72	52.3	45.31			12.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	114	"Teff"	"Hillslope"	1.0	43	0	20	1	12	5.3	5.0	1.0	0.0625	0.00390625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	394.96	27.2	155993.39	10742.912	0.0	0.0	394.96	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0			25.0	120.72	52.3	45.31	0.43		800.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	103	"Teff"	"Midslope"	1.0	40	0	20	1	8	3.3	5.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	19.0	17.0	361.0	323.0	0.0	19.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0				120.72	52.3	45.31	0.43		400.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	156	"Sorghum"	"Footslope"	1.0	45	8	17	1	13	6.0	5.0	1.0	0.25	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319						120.72	52.3	45.31			800.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	438	"Wheat"	"Footslope"	0.0	38	8	26	1	8	3.9	5.0	0.0	0.5	0.25	1.0	0.0	0.0	0.0	1.0	0.0	1	1	0	1	9.5	8.5	90.25	80.75	9.5	0.0	0.0	28.5	60466	19.6	10.9	201	5.75	35.0	24.85	39.2	887.2633	3.0974224	6.7881417		78.4				120.72	52.3	45.31		0.38	9.6
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	167	"Teff"	"Midslope"	1.0	50	4	30	1	7	3.4	5.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	46.0	0.0	2116.0	0.0	0.0	46.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319					50.0	120.72	52.3	45.31	0.43		340.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	167	"Sorghum"	"Midslope"	1.0	50	4	30	1	7	3.4	5.0	1.0	0.125	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319						120.72	52.3	45.31			400.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	157	"Teff"	"Midslope"	1.0	42	0	12	1	8	3.7	5.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	168.0	68.0	28224.0	11424.0	0.0	168.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		48.0			39.2	120.72	52.3	45.31	0.43		600.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	156	"Teff"	"Hillslope"	1.0	45	8	17	1	13	6.0	5.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	76.0	68.0	5776.0	5168.0	0.0	0.0	76.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0				120.72	52.3	45.31	0.43		400.0
"Oromia"	"Jimma"	"SeKoru"	"Kelta"	50	104	"Teff"	"Midslope"	1.0	45	3	30	1	10	4.5	5.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	38.0	34.0	1444.0	1292.0	0.0	38.0	0.0	27.6	55852	20.6	10.3	205	5.74	32.8	25.83	38.9	895.44336	3.1165743	6.797319		50.0				120.72	52.3	45.31	0.43		800.0
