ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_2CV3qLHfABYflCk;co2;150;0;Why would someone assume a cost if there is no benefit at all?;;;conseq;;CB
R_2sRyLUk2ZpMP1iK;co2;200;0;It there is going to be no change they I shouldn't have to pay for it.;;;conseq;;CB
R_2pQ88GGeLBSivkR;co2;0;0;;;;;;CB
R_UVAnBTIRucMYWFb;co2;25;2;"Situation 2 doesn't make any sense for me to pay to reduce my CO2 emissions if the total global CO2 doesn't change.
Situation 1 makes sense because it reduces emissions on both sides.";;I'm not willing to. I put I would pay zero, but the program didn't accept zero, so I put $2.;conseq;;CB
R_1q8Vd4U9hxPaRa4;co2;500;0;I feel like if global emissions are unaffected, there should be little reason for me to be inconvenienced. What I'm doing is pointless and I'm just wasting money.;;;conseq;;CB
R_uwh8llu5s09IylP;co2;50;0;First of all I'm not sure why I would have to pay. I can reduce carbon consumption without spending capital. But anyway if I had to pay to reduce CO2 I guess I would just do it, but I would not pay to reduce my carbon emissions if it doesn't affect the total global CO2 emissions;;;conseq;;CB
R_1fa4FZvyNZh9uw3;co2;50;50;;I feel I would be doing my part in reducing personal CO2 emissions regardless of what anybody else does.;I guess its worth $50 to feel better about myself even though its not helping reducing personal CO2 emissions.;deont: ownpart, deont: feelgood;;CB
R_2sLWP2JprIw6niV;co2;100;20;I think scenario one gives the most bang for my buck. What good does it do for me to pay to reduce my own emissions if it only leads to other people increasing their own?;;I think in scenario one, the total overall reduction of emissions would be greater and hence have a greater impact overall.  It's doesn't help any for there to be a wash between emissions, such as in the second scenario.;conseq;;CB
R_30c7OpMMmLXOFho;co2;50;0;Why should I pay for the world's total CO2 emissions to stay the same?;;;conseq;;CB
R_2wgAkE0ERgrWnIj;co2;200;100;Unfortunately the financial cost of reducing emission plays into my personal budget.  Since the impact of my expense is lowered it has a different position on funding in my budget.;;Even though the impact is zero I still think it is important to do my part where I can and lead by example.  Hopefully this will in the future encourage more people to lower their emission and eventually make an impact.;conseq, deont: ownpart, conseqstill;;CB
R_1oA0czkQChoTE5w;co2;5;0;Once again, I have essentially NO impact. BP and Exxon have known since the 80s, maybe even earlier what they are doing. We know carbon offsets are bullshit. They plant trees but do they live? No. Are they native species that have ecological benefit? No. Unless they could prove that my impacts were making a real difference, I wouldn't pay anything. Even if it showed that I was making a difference, why should I have to pay more than a few dollars when I am stuck in a system I have no control over. There is no ethical consumption under capitalism, my choices don't matter to the machine.;;;conseq;;CB
R_1n0Ikvux97j8Vsm;co2;100;25;I would pay but if it does not reduce carbon emissions then why bother with paying for it.;;The money would hopefully be spent to make more companies energy efficient.;conseq, conseqstill;;CB
R_2cvjkidiGr0I7XO;co2;150;0;I would feel more defeated in the second scenario, so I wouldn't be willing to spend any money if it's just going to offset.;;;conseq;;CB
R_1GIi9DQKayaEYYU;co2;20;0;It would not be doing anything toward reducing any emissions if it does not change anything.  It doesn't make sense to pay for something that doesn't do anything.  At least if I were to put $20 to something, it would be doing something the the money provided.;;;conseq;;CB
R_2uVBrsmCWX8qx3x;co2;50;0;My choices made no difference globally for option 2. There was no change because of my efforts.;;;conseq;;CB
R_3rHtFZlCUhKg4Zx;co2;100;0;If it doesn't make a difference then I don't know why I would do it.;;;conseq;;CB
R_3ilrbM9en9QuOQh;co2;100;50;Because I am willing to pay something to try to reduce carbon emissions but if it has no effect then I should pay less.;;I am willing to contribute to try to reduce even if it fails.;conseq, deont;;CB
R_2w47qslpPK3aECR;co2;100;0;I like to contribute where I can, but I also do not appreciate being the only one to pull my weight.  I am not willing to pay more money when I'm reducing my CO2 emissions for others to increase theirs.;;;conseq;;CB
R_32YljmGhoMRuiiL;co2;10;0;If there is no positive outcome, why would I pay anything?;;;conseq;;CB
R_WAMBUEGTvtIVAhX;co2;0;0;;;;;;CB
R_2tgo1WJTXbaurIM;co2;50;0;I gave two different answers because in the first question/answer there is a benefit to me and society with only a nominal impact to me while in the second scenario there is zero positive impact to anyone.;;;conseq;;CB
R_8bOWb3GdfkZR4LD;co2;100;100;;I would still be saving money on the purchase.It would still benefit me.;I would still be saving money on the purchase.It would still benefit me and my family.;conseqstill;;CB
R_1MKgTNnb3ysqSNS;co2;10;5;In situation 1, my ten dollars actually led to a real reduction in CO2 emissions.  In situation 2 it did not, and $3 to $5 is the global average price at this time to purchase carbon offsets for one ton of CO2.;;If I had not done so, total emissions would have actually gone up by one ton.;conseq, conseqstill;;CB
R_25WP3UmCayVlYR7;co2;1500;150;Well, this one seems pretty obvious. If I'm making a difference, it's worth the monetary sacrifice to me. If I'm sacrificing in vain, then why not use the money for something else?;;I would be willing to pay money in hopes that it would not always be the case that the impact would be zero. I guess I would want to set a good example, show and encourage others that change can happen and if we worked together it could actually make a difference, maybe just to ease my own conscience that I'm trying to do my part.;conseq, conseqstill, deont: ownpart;;CB
R_1PbBbrOcLulLD4d;co2;50;0;I am not willing to pay extra if it doesn't make any material reduction in the emissions.;;;conseq;;CB
R_2Wu96fkTEc7QtA1;co2;10000;0;If my lessening my consumption does nothing for the rest of the world, I would not be helping the situation in any way.;;;conseq;;CB
R_1kH4QDuQRXkUHyg;co2;25;25;;"Whatever amount that I decide to pay would be the same because I want to feel good in the broad spectrum of issues such as CO2 emissions that I did my part to alleviate the situation. I want to feel that I have donated $25 towards the cause whether or not it affects the environment. 

That's because I feel that me as a consumer can have a direct impact on CO2 emissions if we ALL contribute. But I doubt that would happen because there are too many big corporations who will never stop emitting CO2 emissions no matter what we do as consumers.
";"I would pay the same amount of money just to show big companies that there are people who are conscientious in the fight to decrease CO2 emissions even though the impact would be zero.

It would be the principle of the matter here to pay money in the hopes that other people or companies would take notice where maybe they would adjust their aspect on how they can help decrease CO2 emissions as well.";deont: feelgood, deont: ownpart, conseqstill;;CB
R_3scwAYWGMTsNhWZ;co2;100;0;If I do not reduce my personal CO2 emissions by one ton, the total global CO2 does not change.;;;other;;CB
R_31ZyvwAjs6IhSbN;co2;0;0;;;;;;CB
R_3fPFXs5NdYnCXyI;co2;0;0;;;;;;CB
R_3qTAPGfFA6sBvQ5;co2;0;0;;;;;;CB
R_2SpeN5Yt8faJ6TT;co2;20;20;;Because maybe not enough people are reducing their emissions enough to make a difference, but that doesn't mean I shouldn't try.;Because I think it would eventually make a difference. Doing nothing doesn't seem right. If enough people were educated on the impact of reducing their emissions, eventually what I am doing would be in conjunction with what other people are now doing to reduce their emissions and that would make a difference.;conseq;;CB
R_0MNHGl3rrBiKUud;co2;500;250;I would still like to try to make some contribution, even though it seems futile if it's not going to reduce the total global emissions.;;As I said before, I feel like I have to at least try to be part of a solution.;conseq, deont: ownpart;;CB
R_2ZKvfQHXXk8P3lz;co2;0;0;;;;;;CB
R_cGTIk9S5QewklW1;co2;0;0;;;;;;CB
R_3P6wB7ZitIzsNmV;co2;10;0;THe 1st was just a random guess.  I have no idea what the cost of 1 ton of CO2 offset is. For the 2nd, why pay anything if it has no affect?;;;conseq;;CB
R_3ikXZljzkPMe4tm;co2;500;250;I want to be a team player and do the right thing, so I would be willing to incur the extra cost. However, if my doing so causes others to exploit it, I still want to do the right thing but would be a little angry about it, therefore, I would be unwilling to spend as much as in situation 1.;;I feel doing something is better than doing nothing.;conseq, deont;;CB
R_3ozPWSxvtWA9muY;co2;40;10;I decided on an arbitrary figure in the first situation because there was an impact.  I decided on a small figure in the second situation, because, Even though there is no mathematical effect, I know that there will be some effect by my reduction.;;Because I believe that there really isn't a zero impact.  My example would cause others to do the same, or even better, which would have an impact in the long run.;conseq, conseqstill;;CB
R_834xhC1QoSgZiAF;co2;100;0;If my reduction has no impact I wouldn't pay more to do it.;;;conseq;;CB
R_A1irjcQKzpn9qX7;co2;50;0;"It might be worth it if everyone elese does the same thing to reduce net CO2 emissions.

I'm not willing to pay any money for something that would consequently create more net tons of CO2 emissions.";;;conseq;;CB
R_8kaaUZrmzIfIhuF;co2;100;10;"It doesn;t make a difference to me if there is no change.";;I feel a bit of guilt if i just used up resources without thinking about waste, etc. Its a contribution.;conseq, deont;;CB
R_1hEehAmgp0SeWGt;co2;150;150;;That is what the impact is worth to me - enough to feel like I made a difference, not to much to negatively impact me;reducing carbon is a worthy goal;deont;;CB
R_1OjLPuaPpZMK7un;co2;45;0;If my decrease in personal CO2 emissions makes it cheaper for other people to emit CO2 and dies not help the planet, I would never pay for that.;;;conseq;;CB
R_DTNk14sw8H65wK5;co2;100;0;I would only reduce my emissions if it would have a net positive impact on the environment, in the form of reducing overall emissions. If other people are just going to emit more if I emit less, then lowering my emissions would not have a positive effect on the environment, so I wouldn't see the point in doing it.;;;conseq;;CB
R_10NnaIjIB7ONpqA;co2;200;100;I read my reduction would not change anything, but I would hope others would also do it and take the chance for the one hundred dollars.;;Because I would hope others would also do it and then maybe that would help for the 100 dollars which would not really affect my life.;conseq;;CB
R_DqpgOkGwEdvZwn7;co2;50;0;It makes no difference if others are going to use more and produce more tons.;;;conseq;;CB
R_1d5E0XlDXsnXepd;co2;100;0;The 1st situation helps our global emissions, but the 2nd situation does not help at all.;;;conseq;;CB
R_TnQ9TZlzI2JTTdD;co2;2;2;;In both situations I am not making a real difference.  In, number 1 one ton reduction globally is nothing.  In number 2 keeping it the same is better than having it increase.  So it is a win.;I did not see the impact as zero.  Staying the same is having an impact by not having an increase.;conseqstill;;CB
R_bpxerHOpJMPbtLj;co2;100;0;In the first scenario at least my money makes a difference. I don’t know about the second scenario.;;;conseq;;CB
R_2CV551F4Hkad91j;co2;100;0;Someone else's emissions increased. I don't want to pay for someone else's deciding not to reduce emissions.;;;conseq;;CB
R_3PnVg7CQH5ziLmS;co2;0;0;;;;;;CB
R_3Gs94zrgP1iXYdw;co2;200;0;I would be willing to spend $200 annually on various products to reduce CO2 emissions if it results in reducing total global CO2 emissions. If my efforts to reduce global CO2 emissions have no effect, then it doesn't make sense to spend any money on such efforts.;;;conseq;;CB
R_b2RkUFxEaV3VEtj;co2;20;20;;it is my responsibility to reduce my own carbon emissions despite what others may do;I will take charge and thus will not have to feel guilty;deont: ownpart, deont: feelgood;;CB
R_2VkzdvbMJlbMujI;co2;20;0;The first situation resulted in a change, while the second situation did not result in any change.  I would rather spend money if I were seeing a difference.;;;conseq;;CB
R_1pKzAHG1TUGVR0h;co2;0;0;;;;;;CB
R_vOAaMBpWVSPiclr;co2;100;0;I do not want to subsidize someone else's carbon emissions.;;;conseq;;CB
R_3ffbX6cNg5akeba;co2;20;0;If the total emissions in the world don't change there is no point;;;conseq;;CB
R_9G3Re54re06uAmJ;co2;0;0;;;;;;CB
R_4TKjiDpzUrgfP0d;co2;100;200;If the global emission amount doesn't change, I would like to spend or invest more on clean energy.;;Because more money would allow for better research on greenhouse gas emissions.;conseqstill;;CB
R_3oLoag3gSyTNPFj;co2;0;0;;;;;;CB
R_0PR6EpsCo84CeOt;co2;0;0;;;;;;CB
R_1oFIJOImRthAYME;co2;50;0;I do not want to spend any money on this if it is not going to affect CO2 emissions globally. My spending money would essentially have no impact.;;;conseq;;CB
R_VXwdLd5FBZFCsLL;co2;10;10;;I am still decreasing my personal CO2 emissions by the same amount. I strongly believe that climate change cannot be solved by individual actions, but I still would like to reduce the impact that I personally have.;I still would like to reduce my personal CO2 emissions - this aligns with my principles and I would be willing to pay some amount of money.;deont: principle;;CB
R_UASSMRtoWrRN8yZ;co2;5;5;;Because the consequence could have been that global emissions increase by 1 ton otherwise.;See previous answer - I do not know what would have happened had I not reduced.;conseqstill;;CB
R_3qTIw8cJGrbnCP8;co2;0;0;;;;;;CB
R_3iF0FUDo4W5Vcpc;co2;100;100;;Regardless of what others do, I want to pay to offset the CO2 that I would be producing. Regardless of what I do, others will produce more CO2 irresponsibly. Will money fix the issue? Probably not but at least I did my part.;"To attempt to pay for the CO2 that is produced by others. It;s the same as picking up trash that other people dumped on a beach in order to ensure that the next person doesn't have to deal with the trash.";deont: ownpart;;CB
R_2V4jXG1zK08UCfR;co2;100;50;Because it impacts the environment more positively I would pay more.;;It does not impact the environment;conseq;;CB
R_2QDsxySCFa2jVSX;co2;2000;2000;;Because I am willing to spend $2000 to reduce my CO2 consumption whether or not the overall usage is decreased.  If more people are willing to reduce their CO2 usage, eventually we will reduce the total global CO2 emissions.  we have to start somewhere.;Because I would still feel that I was trying to contribute to the decrease in CO2 emissions and it would be better for my family and my community.;deont, conseqstill;;CB
R_1k0xjimiRnlmdGG;co2;10;10;;I would pay to reduce my carbon footprint ~ and I would expect others to do their part as well.;I would take responsibility for my carbon footprint in both scenarios.;deont: ownpart;;CB
R_2uvusAuXyLzgzOa;co2;150;0;Situation 2 has no net positive. Situation 1 does have a net positive, even if it's a small amount.;;;conseq;;CB
R_266UC82HKqerUR3;co2;100;0;Why would I pay for no change for the earth?;;;conseq;;CB
R_1losivzPh2zLgiF;co2;500;500;;I care about improving my personal behavior. And no outcome is better than a negative outcome.;I am hopeful that making changes now will start new habits that will eventually improve the global emissions. If I get used to being more thoughtful about my personal carbon emissions now, it could have longer term impacts.;deont, conseqstill;;CB
R_2q7SfekVZnbgrq4;co2;50;0;If my consumption simply frees space for others toemit what I don't, there is no point to paying for the change.;;;conseq;;CB
R_8Hc2qGbjMWc9z0Z;co2;100;0;If spending $100 would have a positive effect, then I would spend the money. If spending the money does nothing, then I would not spend the money.;;;conseq;;CB
R_UYekKlpiYNGkZYB;co2;150;0;Because I would only be willing to sacrifice my own money if it had a positive impact on the environment;;;conseq;;CB
R_2Xp74C6NKF0EewY;co2;200;0;If me spending money makes literally no difference then I'm not going to do it. Unfortunately, in America these days, money is a very valuable resource and becoming more and more scarce. If I'm handing it over for no result, then it's charity work but without a charity actually *doing* anything. Meanwhile, I'm happy to spend money if it will actually be making a difference.;;;conseq;;CB
R_1KwEY4qExn5ivVE;co2;0;0;;;;;;CB
R_1ePCW7i9g7S99Jz;co2;30;0;Because in the first one it makes a difference and in the second one it doesn't.;;;conseq;;CB
R_sLKezJDHFAuMGKl;co2;0;0;;;;;;CB
R_1ers2XDOP3zcGYG;co2;0;0;;;;;;CB
R_3dM2OEhPBCSd5o9;co2;100;20;I really am just guessing here. I have no idea what the actual costs involved would be or what a reasonable amount to pay would be. These are all just wild stabs in the dark.;;I'd imagine there would be some personal savings to me.;conseq;;CB
R_1n88cVRGeI1lv60;co2;200;200;;It would still be worth it to lower CO2 emissions, no matter the consequence.  If enough of us did this, we wouldn't have the climate change/global warming crisis that exists.;Same as above!  It would still be worth it to lower CO2 emissions, no matter the consequence.  If enough of us did this, we wouldn't have the climate change/global warming crisis that exists.;deont;;CB
R_1GWBZjLpAipp2OI;co2;400;400;;Because I am doing what I can despite the negligible effect it may have, and am changing my lifestyle which may impact others to do the same;Because lifestyle changes do make an impact long term;deont: ownpart, conseqstill;;CB
R_1rxfvdIDyuHgR4B;co2;240;120;It is worth more to me if it makes a difference for the environment;;It is the right thing to do for future generations and the health of the planet;conseq, deont;;CB
R_2y9s2FLieD6bcNT;co2;0;0;;;;;;CB
R_9uGgEfg62Zsf9G9;co2;100;100;;I will donate because i care about the environment protection as we need a very safe environment to live in.;Because i have a strong feelings towards environmental protection.;deont: principle;;CB
R_O3u8RujgcdwbpBv;co2;1;1;;I am not willing to pay much money for any so called carbon reduction, That makes literally no sense. The $1 was there incase the study did not accept $0;I am not willing. I only offered $1 per situation;other;;CB
R_25Ru23Rf0HF4Wvc;co2;10;0;In sit 1 at least I'm making a difference. In sit 2 I'm not making any difference so I don't want to spend anything to do it.;;;conseq;;CB
R_28D3hh9EaqPye7U;co2;500;0;if my reduction doesn't help the planet, I don't want to spend my personal resources on this;;;conseq;;CB
R_3F3caIO90GN5357;co2;5000;5000;;Well, if I was willing to buy an electric vehicle by paying an additional $5000 for a new car, I should be willing to pay that amount even if it doesn't help with the world. Mainly because I like EV technology. I seriously don't believe that anything we do as humans changes anything in relation to the Earth and what goes on with carbon. I live very near to the volcano Mt St Helens. When it went off in 1979 it pumped so much pollution into the air that it should have been apocalyptic, but as you know, the world didn't end and the environment absorbed it all. Nothing changed.;I like the concept of an EV.;other;;CB
R_3dHbwU1s1JEBumV;co2;100;100;;I would be willing to pay even if it didn't make a global change, it would make a difference to me.;I would be willing to pay even if it didn't make a global change, it would make a difference to me.;deont;;CB
R_3rTyP9KyoPbRAV0;co2;1000;0;In one situation my actions show an effect. In the other, whether I pay or not there will be no effect (as described here).;;;conseq;;CB
R_xi72P01p7bDpkUp;textile;20;0;Because if the price will increase i don't think is fair is the workers won't get paid extra;;;conseq;;CB
R_UabR1e0eJC3fTmp;textile;1;0,5;i would give more since it goes directly to the workers.;;the business would make more from multiple employees so i dont think i would pay as much as an increase that does not go directly to the employees. hopefully since company would make more from mult customers then they would pass some on to employees and it would be better in the long run.;conseq, conseqstill;;CB
R_UMc12tFgY2IgEbT;textile;2;0;I would only be willing to pay more if it would increase the fairtrade wages. Paying more for no benefit to those workers is pointless. Only the rich get richer.;;;conseq;;CB
R_2QM1erprWgZmhJL;textile;10;0;If it won't help then I'd not pay more. It would take a long time to change it if you're waiting for the other textile to become less to where it could have an adverse effect.;;;conseq;;CB
R_1iaEvhQIqGoMXUo;textile;200;0;If my extra money doesn't change the fairtrade wages, then why would I want to pay extra?  I would like to support raising wages.;;;conseq;;CB
R_1msCNQLMduZMFws;textile;30;0;I am willing to support a person making low wages because I have been there myself. But if paying extra has no effect on workers' wages or if it causes some workers to lose their jobs, it's not worthwhile.;;;conseq;;CB
R_vjmhWcT0xqnBZhD;textile;2;0;I chose $2 in scenario 1 because it will increase the fair trade work rate, which would be good for the worker. In scenario 2 there is no incentive to pay more for a garment.;;;conseq;;CB
R_1jfjNju8gmEDFi2;textile;10;0;I am willing to pay more for fairtrade garments if I know the additional revenue would be used to increase the workers salary.  If workers salary or wages do NOT change, I am not willing to pay additional prices.;;;conseq;;CB
R_3stzdtIDkiULQlP;textile;5;0;If paying more is not going to increase worker wages I'm not going to pay more.;;;conseq;;CB
R_2fm88ZikDd7PYBf;textile;0;0;;;;;;CB
R_2YfYEKa4sMqxGds;textile;0;0;;;;;;CB
R_BMo2KCqqsQBwXbr;textile;10;0; where my action does not have any consequence on workers' total wages, I would not be willing to spend any additional amount beyond the standard price on ten fairtrade garments.;;;conseq;;CB
R_1JKOZ6Vn6gecPPC;textile;1;0;I will only pay extra if the workers get it, I will not pay extra if they do not get a raise;;;conseq;;CB
R_1i2x4gKOEgCGCGx;textile;50;0;Why would I pay more for no help to anyone but the CEO?;;;conseq;;CB
R_1gi4ObJPQvwQirY;textile;5;1;If the workers wages would be affected I would  gladly pay a little more, but if not the bare minimum.;;If I really liked the product I'd pay $1 more for it.;conseq;;CB
R_23WtxNhF4i92H5y;textile;0;0;;;;;;CB
R_2zd9RTJbiEhrLwV;textile;30;0;Why should I pay more for the garments if it does not support the workers. Presumably the people selling the clothes are already making sufficient profit to make it worthwhile selling the clothes at that price. Happy to help support the workers if the money goes to them since everyone deserves to make a fair wage.;;;conseq;;CB
R_2wtzcwz12280M3q;textile;10;5;I do not want to be associated with non-fair trade clothing, and so I would pay a small premium.  If I knew that my purchase had a direct impact on worker wages, I would be willing to pay even more.;;I do not want to be associated with clothing companies that have bad business practices regarding worker wages;conseq, deont;;CB
R_1hRsJZ3cut4Y6fJ;textile;0;0;;;;;;CB
R_1Gxdib5qCg7dI3I;textile;1;0;I'm willing to help by a small amount workers' incomes, but if it would not change anything, I'm not willing to pay.;;;conseq;;CB
R_DAJL5kWfSiRVDeV;textile;10;0;I am willing to pay more if I know that amount goes to a wage increase. If it does not, I'm not willing to pay more.;;;conseq;;CB
R_3PluqaZU15Ta86J;textile;50;0;it doesnt seem very fair to not increase workers wages while charging a premium for the product;;;conseq;;CB
R_BrhoiSf4HyDBT7H;textile;1;0;Because there is no guarantee that the money will ever directly affect the worker.;;;conseq;;CB
R_22XKBoNaciz4g4D;textile;40;0;I would support an increase in prices if that increase went directly to the underpaid workers. I would not pay more for something if none of workers were paid more and in turn possibly had a higher work load.;;;conseq;;CB
R_3I0o5FT2w8J3bNa;textile;10;0;I chose different answers because of the impact and the result of price driving down demand. In Scenario 1, each additional dollar I pay over the standard price directly increases workers' wages by the same amount, a positive consequence. In Scenario 2, paying extra does not increase the workers' wages, and as the example stated, due to increased price people begin to buy less of the products. My thought was that if I pay less for a time, eventually they will cost less for others, and people will begin to buy more of them again. At this time, paying more is not helping fairtrade workers.;;;conseq;;CB
R_2fkOOAZQCcHhuOF;textile;1;1;;I feel that fairtrade should not be a premium.;Fairtrade should be standard practice and not premium.;other;;CB
R_22yohFdLaBEvJQZ;textile;5;0;I would not help in the second situation. wages would not change;;;conseq;;CB
R_3jAHtH1vt9Y4FaN;textile;20;0;if my additional cost has no benefit why would I want to do it;;;conseq;;CB
R_10B48Qzmop069FX;textile;100;20;If I know that the extra cost isn't supporting the workers, I can assume it's probably going back into the company or towards profits that benefit the owners of the company. I would pay more for something that is treating workers better, regardless, but I would much prefer the extra cost is going to the workers in its entirety.;;I'm assuming, given the fact the items are also fairtrade, the workers are receiving better pay and working conditions than industry average and I'd prefer that to the industry standard.;conseq, conseqstill;;CB
R_1j6z7JIyfZYUyVk;textile;10;0;I gave different answers because I don't see why I would pay more if there is no positive or negative effect.;;;conseq;;CB
R_3PuCOQGmGYvWePP;textile;3;0;its only fair that the wage be increased;;;conseq;;CB
R_1CevuNFhpcJzW9p;textile;20;0;If I could help workers, I would definitely be willing to pay more. However, if there was no effect, why would I pay more.;;;conseq;;CB
R_1obE60YQezswfqO;textile;1;0;I would be willing to pay more if I were confident that the money would be going to the worker on the ground.  otherwise I have better investments with that money;;;conseq;;CB
R_3lGOTXoSGxtQ4MV;textile;1;0;I would not want to pay alot extra regardless so i choose $1 knowing it would help the workers and in the second scenerio since it did not make a difference then I choose not to pay extra at all.;;;conseq;;CB
R_2CQdEnfD4SeU5Ao;textile;0;0;;;;;;CB
R_23aih9eap5D5Bpx;textile;3;0;I would pay extra if it was not going to make a difference;;;conseq;;CB
R_1rDJ3ppUs9Gfss8;textile;10;0;I would only want to pay more if it directly made the wages go down or its of no use.;;;conseq;;CB
R_ZvZEXjwZtmPMR8d;textile;2;0;In the second situation, the workers don't have any difference in their wages. So while it is said to be 'supportive' of fair trade wages, it doesn't change anything for the workers.;;;conseq;;CB
R_2CoZJC8ZrlkSgFY;textile;100;50;Because my action doesn't have any consequences;;To have a positive consequence;conseq;;CB
R_2zol7xCX0VNgE1U;textile;10;0;It wouldn't be worth giving extra money if its not going to help someone.;;;conseq;;CB
R_1QlwPlkAQgaZqMB;textile;100;0;I want to make a difference for others;;;conseq;;CB
R_3JgcDuHIa6kPMoC;textile;10;0;I gave two different responses because in the first one, there was a direct cause/effect of workers being benefited. In the second, even if there was a benefit, it was more indirect and therefore I had no incentive to choose to give more.;;;conseq;;CB
R_w1yiWHVRfh93UJz;textile;15;20;I think the Fairtrade situation is an issue that is overlooked and these individuals need to be paid wages that are conducive to the work they put in the labor, and the time they put in for the work they do.;;I definitely made a huge error, and would feel incredibly heartbroken, if the employees received no money for the situation. I guess I misunderstood the task.;misunderstanding;;CB
R_A7FoaXFrCz1d6h3;textile;5;0;"I think paying an extra 5 dollars is fair to both the consumer and producer if it were to go directly to their wages. In situation 2, I don't want to pay for something that would not benefit both the producer and consumer.
";;;conseq;;CB
R_vThmPVRzlckwxHj;textile;5;0;If my decision has an actually positive impact I am willing to pay a premium. Otherwise I would not a premium that would “land in the wrong pockets”.;;;conseq;;CB
R_2Sqn1RJOgcaoTsP;textile;5;3;because the wages were already higher in the second situation;;for the workers to get betteer working conditions;misunderstanding;;CB
R_2aleIZq5kK0Zam4;textile;5;0;Since the first scenario directly impacted worker wages, I gave more. In the second scenario, the increase in price only increases the profit for the large corporations instead of the workers.;;;conseq;;CB
R_x0mHABQrYEyEOm5;textile;2;0;If my increasing the amount I will pay does not increase the workers wage, there is no reason to increase my spending.;;;conseq;;CB
R_2qa8WVNYhKYVrc8;textile;3;0;If it is not going to increase the workers pay then I would never pay more for the product.;;;conseq;;CB
R_PFiSXkRD1owEvXX;textile;2;0;The real value of the product is not compensated in the second scenario.;;;conseq;;CB
R_2VO0CER7MrUM5Mh;textile;2;0;If I am not supporting the wages of the workers who are making the clothes to increase, then I do not see why I would support raising the prices. It would only benefit the corporate executives of the company.;;;conseq;;CB
R_2VIvkeDon4ieW18;textile;5;0;If my money went directly to the workers I would be willing to pay more. I am not willing to pay more if the money goes to the company and not to the ones doing the work.;;;conseq;;CB
R_2cAazVk5CaQWgRH;textile;2;0;Because there is no change in the wages of workers, the whole reason to support paying extra was to increase the pay of the workers.;;;conseq;;CB
R_1pJNhQs6ppEqqJW;textile;1;0;I am willing to pay a little extra for garments if it benefits workers directly, but if I pay extra and there is no benefit to workers, then I'm not paying extra money for garments.;;;conseq;;CB
R_1ovzbkgQA0pvLQX;textile;25;0;The whole point is to provide extra (fair) funds to workers in third-world countries. If that doesn't happen, I'm not willing to fund some middle-man.;;;conseq;;CB
R_1hEI99FSN0FCQiF;textile;2;1;I gave different answers because the first situation the workers pay is affected by how much extra I spend and they deserve fair wages.;;If the impact is zero, I would pay less since the workers pay doesn't change, but its still in support in case it ever does.;conseq, conseqstill;;CB
R_2rCnyyQwCU9P4RI;textile;100;0;The reason I would pay more is to make the wages more equitable for the workers.;;;conseq;;CB
R_1d5JH9KGJaB69MG;textile;3;0;there was not comeback on one option... why bother?;;;conseq;;CB
R_3p4lmcS7DBhmela;textile;3;0;I would not mind paying a few extra bucks to raise someone else's wages. I am quite financially challenged but I would if I could.;;;conseq;;CB
R_3Eu1UBHKhDSUog8;textile;10;0;I do not want to spend more if it is not going to benefit the workers.;;;conseq;;CB
R_cAODYuiGqVW1sgV;textile;10;0;There is no benefit for the people doing the work.;;;conseq;;CB
R_2wyPUeFe9mQmZJb;textile;5;0;I'm more than willing to spend a little more if it goes to the worker, and not to the bottom line of the company. If there's no benefit to the worker, why would I want to pay more?;;;conseq;;CB
R_1jZoH0qO0xu2KVy;textile;7;2;"For the latter situation, I assumed that, given that my action had no consequence, the amount I'd be willing to spend wouldn't bear any merit. 

In addition, I effusively expressed a deep intention to commit a charitable act by paying more.";;I believe that the root cause is sheer altruism.;conseq, deont;;CB
R_3EmsTDi7YhxUliW;textile;0;0;;;;;;CB
R_2rGAjOVp5PUqarP;textile;15;0;I would not want to pay extra for garments if the workers wages were kept the same. Paying extra would just increase profits for the companies.;;;conseq;;CB
R_pGz7VsCo8Srbov7;textile;150;0;In the first situation, there is an incentive to pay more because it is supporting the wages of workers in the industry. However, in the second situation, there is no incentive to pay any more money because the wages for the workers do not change. Thus, the only way I would pay more money in the first scenario is if my money has a good purpose. That is why my answers are drastically different.;;;conseq;;CB
R_24uvNeE1xKm64rz;textile;25;0;I would be willing to pay more if it went to the workers.;;;conseq;;CB
R_3RebBsmQAGXIhbg;textile;5;0;If im spending extra I want the workers to get more;;;conseq;;CB
R_1IY7RngdAFlpgnX;textile;20;10;In the first scenario I'm willing to pay more in order to support the workers AND encourage the continuation of Fair Trade practices. In the second scenario I'm voting with my wallet to support and maintain Fair Trade practices.;;I'm voting with my wallet to support and maintain Fair Trade practices.;conseq, conseqstill;;CB
R_9XOACgPAEXfuYRr;textile;1;0;I want to have an impact. I don't want to pay extra if the workers don't benefit.;;;conseq;;CB
R_afqNsrSKnbSGXh7;textile;5;0;I would only pay more if I knew the workers were going to get more money in wages. There's no point in spending more money just so it becomes more expensive for others. The people who want the products are going to buy the products no matter what.;;;conseq;;CB
R_3HB9i0eaaxmvUNk;textile;10;0;If the money does not go to the workers to me it is not considered fair trade. In the second scenario is also does not mention what the money is being used for to help the workers if it does not directly go to them so there is no point in supporting it.;;;conseq;;CB
